sha256,group_size,label_hash_count,image_paths,label_paths
0ee885f72c0f5fe98c5daf3604d7154b10c9f3c866b212c3eb92808256ae44b1,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem6_jpg.rf.11921c7c1ddcb718a264fe79da05155b.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/imagem6_jpg.rf.97baabfc3a4d00a708b2e4ca92038048.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem6_jpg.rf.11921c7c1ddcb718a264fe79da05155b.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/imagem6_jpg.rf.97baabfc3a4d00a708b2e4ca92038048.txt
0fb4ca85891b04e91331423c6e5c8689ebaaa762bd921811684a7c2801cf37b2,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-3-1-_jpg.rf.5ca3049a495aa72385a1dfc06656fec4.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-3-1-_jpg.rf.6703eb793500a9ef4fb43da0a0c54de9.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-3-1-_jpg.rf.5ca3049a495aa72385a1dfc06656fec4.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-3-1-_jpg.rf.6703eb793500a9ef4fb43da0a0c54de9.txt
11ee2cfc72dbcb67c19851a37ee452350406605df8d3815ada30193e27a17282,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-57-_jpg.rf.4e3d3278571432ee034c5ef651faf7e6.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-57-_jpg.rf.c46acbe8eb9c6b81ce1670fda62ae3e7.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-57-_jpg.rf.4e3d3278571432ee034c5ef651faf7e6.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-57-_jpg.rf.c46acbe8eb9c6b81ce1670fda62ae3e7.txt
11f766d9505d8b5f9e5cbbe2c720a7492f4433aa30771fc4455e60521b15048d,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafa7_jpg.rf.2e3b0e40216befe1bac9ebac3d986ce9.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/garrafa7_jpg.rf.f664b5e96bc08ad0152d7e62b48cb72f.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/garrafa7_jpg.rf.2e3b0e40216befe1bac9ebac3d986ce9.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/garrafa7_jpg.rf.f664b5e96bc08ad0152d7e62b48cb72f.txt
1273425586d6feaa23eec29c63f73371c54ad9b95ec05c72fb475d13168de6f2,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixad-agua2_jpg.rf.81816988f994592ad1480a08a2aeff80.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixad-agua2_jpg.rf.bbdfd29248abddb4ef8d01e1148cb0c9.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/caixad-agua2_jpg.rf.81816988f994592ad1480a08a2aeff80.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/caixad-agua2_jpg.rf.bbdfd29248abddb4ef8d01e1148cb0c9.txt
127a1ef66484e0cb0665c7f40b1d8be60e8e595911a053991bf1e0c60d7750d3,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-15-_jpg.rf.2390970b026feb419e55f04d2c9ed41c.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/images-15-_jpg.rf.554633b59400818a9420c08fdd4f5427.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-15-_jpg.rf.2390970b026feb419e55f04d2c9ed41c.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/images-15-_jpg.rf.554633b59400818a9420c08fdd4f5427.txt
1acb938db0650a4984d0c52ef1ce1fec2a8c1dd874943d9801a839a1a9b429a8,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/DSCF1059_jpeg_jpg.rf.aaaf6b9cf4c922117393a994ffcadc96.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/DSCF1059_jpeg_jpg.rf.78ed5d189449cf117b23d32458b36903.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/DSCF1059_jpeg_jpg.rf.aaaf6b9cf4c922117393a994ffcadc96.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/DSCF1059_jpeg_jpg.rf.78ed5d189449cf117b23d32458b36903.txt
1c2f1e40c680ae84b6afbdf98fdabb3570b8f0ba056b78262b0b21a2ce3056d7,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-5-_jpeg_jpg.rf.015635e9eaaa21afa225ce2c54679670.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/images-5-_jpeg_jpg.rf.bab2fbcb8ccc2a73859bfea793f6a52e.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-5-_jpeg_jpg.rf.015635e9eaaa21afa225ce2c54679670.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/images-5-_jpeg_jpg.rf.bab2fbcb8ccc2a73859bfea793f6a52e.txt
1ef7fbb28a2c9e8f00be1033902cd0763dd5f615646ae48c93d2b0f5312ca7d3,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-2-_jpeg_jpg.rf.a3fb0406c6b33fa2e3f0778fae09b41f.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-2-_jpeg_jpg.rf.deb657bdcdcbe9a5094b6b8d7a938ded.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-2-_jpeg_jpg.rf.a3fb0406c6b33fa2e3f0778fae09b41f.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-2-_jpeg_jpg.rf.deb657bdcdcbe9a5094b6b8d7a938ded.txt
2584cc990e71759baf977127582cf40f7b13eef69e343dcd47fadbef565d13b9,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-16-_jpg.rf.bca8a5e02bdeaa2180ce602c59cb9a5a.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/images-16-_jpg.rf.51984d378121d3d8e7531d0d77cc5a12.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-16-_jpg.rf.bca8a5e02bdeaa2180ce602c59cb9a5a.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/images-16-_jpg.rf.51984d378121d3d8e7531d0d77cc5a12.txt
2b9a3c985b0079df6353cf22c476cac55d8fcd77863ccf102c952326c942965e,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/download-9-_jpg.rf.0552974aede7022693804eb9fc952fe3.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/download-9-_jpg.rf.b0c2d30de4851f7e622ca3adaf6c8aed.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/download-9-_jpg.rf.0552974aede7022693804eb9fc952fe3.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/download-9-_jpg.rf.b0c2d30de4851f7e622ca3adaf6c8aed.txt
2e1131c0b69330802dc0f2e9847f97cb91b6285a873c65f2b994f9a6f156453c,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/ae571d38-830d-4cae-a2d1-71dc74d54eee_600x400_jpeg_jpg.rf.7662228551d8caabe12a8a01b22c8034.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/ae571d38-830d-4cae-a2d1-71dc74d54eee_600x400_jpeg_jpg.rf.91c83f74ce782b0a3c3e694a3bcd9f8c.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/ae571d38-830d-4cae-a2d1-71dc74d54eee_600x400_jpeg_jpg.rf.7662228551d8caabe12a8a01b22c8034.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/ae571d38-830d-4cae-a2d1-71dc74d54eee_600x400_jpeg_jpg.rf.91c83f74ce782b0a3c3e694a3bcd9f8c.txt
392bff2233aac92d3a0811401988eed2306900e5ab0b708b067772cc6095695d,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafa2_jpg.rf.1824c0ef9eebc15366827143ac4b9b1b.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/garrafa2_jpg.rf.79c3b7c45710fca6f6f36535f3e98d5e.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/garrafa2_jpg.rf.1824c0ef9eebc15366827143ac4b9b1b.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/garrafa2_jpg.rf.79c3b7c45710fca6f6f36535f3e98d5e.txt
3a6ab0b444cae638b9d69e4e1e9054b4db73289a89032dbf03d643735aa2c07e,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-21-_jpg.rf.bab94804c35cdcfaac3db74229865e3f.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-21-_jpg.rf.c4375b74dcf3493e32111cde549fbdab.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-21-_jpg.rf.bab94804c35cdcfaac3db74229865e3f.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-21-_jpg.rf.c4375b74dcf3493e32111cde549fbdab.txt
3bef67cd776175a944fd71fc32ebfc924724a0947e0176e225a8581e70f6498e,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem8_jpg.rf.411aa50d6a145a7ac58afebad5b67ccb.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/imagem8_jpg.rf.b1d2265d289a633fb9cb52f6b647cc9d.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem8_jpg.rf.411aa50d6a145a7ac58afebad5b67ccb.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/imagem8_jpg.rf.b1d2265d289a633fb9cb52f6b647cc9d.txt
3e0173e4515e9ff39ccdf08baada1dc3d77aae0f9f05245e9669446dc984372a,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-1-_jpeg_jpg.rf.b411776dc7ce61e17ca5aaf5e1f44194.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-1-_jpeg_jpg.rf.b55127b1685350d671cde5271c25c0ff.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-1-_jpeg_jpg.rf.b411776dc7ce61e17ca5aaf5e1f44194.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-1-_jpeg_jpg.rf.b55127b1685350d671cde5271c25c0ff.txt
48604738d896abdea5ae1d887d77e65b718b333d950d500d6bda4ad950c17c66,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/depositphotos_13380574-stock-photo-water-pollution_jpg.rf.3260f10d739c79a43f62bcef06951424.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/depositphotos_13380574-stock-photo-water-pollution_jpg.rf.7a70055193bd96d961fd1f7d933c73a9.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/depositphotos_13380574-stock-photo-water-pollution_jpg.rf.3260f10d739c79a43f62bcef06951424.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/depositphotos_13380574-stock-photo-water-pollution_jpg.rf.7a70055193bd96d961fd1f7d933c73a9.txt
487100f0c42c9a00bba8369e08a1e97d2721d3693f8e7f68112fb7bc42ffc826,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/aguaparada3_jpeg_jpg.rf.bd7ba6b29bc80c90ebae95f14532a479.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/aguaparada3_jpeg_jpg.rf.02b13e8d9ebb11b067add40439db2efa.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/aguaparada3_jpeg_jpg.rf.bd7ba6b29bc80c90ebae95f14532a479.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/aguaparada3_jpeg_jpg.rf.02b13e8d9ebb11b067add40439db2efa.txt
4dae4c1fdb2d2a4ab026747f6fb65a5047edda36e12cd90297d370fad01a1b85,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-11-1-_jpg.rf.2b5848bf4210a8d27295d8dec788ff7b.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-11-1-_jpg.rf.5227eb2a530a5d0f2772b1e3aa4b71b4.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-11-1-_jpg.rf.2b5848bf4210a8d27295d8dec788ff7b.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-11-1-_jpg.rf.5227eb2a530a5d0f2772b1e3aa4b71b4.txt
501bd821809af800dd866cc900f7e0ea8247aef5bb7815daf668dcd54e6d2459,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixaaberta16_jpeg_jpg.rf.c9dd6205fb1d22b49af06b1818b3f58f.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/caixaaberta16_jpeg_jpg.rf.e70ff191704854674864b1f001455518.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/caixaaberta16_jpeg_jpg.rf.c9dd6205fb1d22b49af06b1818b3f58f.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/caixaaberta16_jpeg_jpg.rf.e70ff191704854674864b1f001455518.txt
