split,image_path,label_path,source_image_path,source_label_path,source_split,split_reason,annotation_count,is_background,sha256,phash
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/2202A4F3_BE1B_4E4C_8D0C_DCBDAA8F5303_png_jpg_rf_6bd311b2cfd316b417fc3ec302c1021a__6c9358e9b1.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/2202A4F3_BE1B_4E4C_8D0C_DCBDAA8F5303_png_jpg_rf_6bd311b2cfd316b417fc3ec302c1021a__6c9358e9b1.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-2202A4F3-BE1B-4E4C-8D0C-DCBDAA8F5303-png_jpg.rf.6bd311b2cfd316b417fc3ec302c1021a.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-2202A4F3-BE1B-4E4C-8D0C-DCBDAA8F5303-png_jpg.rf.6bd311b2cfd316b417fc3ec302c1021a.txt,train,preserved_from_dataset,0,True,6c9358e9b12ac11f66db6b5d9d85dc04e40c33b0ef494df445d1d8222ffd41e3,e2f33725906f6e80
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/2229E395_534F_4F69_9F9B_80628BD8D5AC_png_jpg_rf_b5943665d47e77de0645bf9a76622799__7891dfd785.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/2229E395_534F_4F69_9F9B_80628BD8D5AC_png_jpg_rf_b5943665d47e77de0645bf9a76622799__7891dfd785.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-2229E395-534F-4F69-9F9B-80628BD8D5AC-png_jpg.rf.b5943665d47e77de0645bf9a76622799.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-2229E395-534F-4F69-9F9B-80628BD8D5AC-png_jpg.rf.b5943665d47e77de0645bf9a76622799.txt,train,preserved_from_dataset,0,True,7891dfd78541f336e178d48dcdf904920771da04e54826da63b21d7597dd624a,a895d38a9d5b9c64
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/23705E7A_1279_43E7_B20A_CE37ADAB61DD_png_jpg_rf_8badee217d89a7c84d772790fbed14e9__6c6fee39fc.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/23705E7A_1279_43E7_B20A_CE37ADAB61DD_png_jpg_rf_8badee217d89a7c84d772790fbed14e9__6c6fee39fc.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-23705E7A-1279-43E7-B20A-CE37ADAB61DD-png_jpg.rf.8badee217d89a7c84d772790fbed14e9.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-23705E7A-1279-43E7-B20A-CE37ADAB61DD-png_jpg.rf.8badee217d89a7c84d772790fbed14e9.txt,train,preserved_from_dataset,0,True,6c6fee39fc1d8fc1f79950709276471ae68c25bf1f0ed591adae44becbcea91b,e91a3d989635ad89
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/24FFED69_CE70_43C8_8E00_90684987BD32_png_jpg_rf_ae5cfd3d6c4f4a3afbbce7d80f47c711__7a9670aa55.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/24FFED69_CE70_43C8_8E00_90684987BD32_png_jpg_rf_ae5cfd3d6c4f4a3afbbce7d80f47c711__7a9670aa55.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-24FFED69-CE70-43C8-8E00-90684987BD32-png_jpg.rf.ae5cfd3d6c4f4a3afbbce7d80f47c711.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-24FFED69-CE70-43C8-8E00-90684987BD32-png_jpg.rf.ae5cfd3d6c4f4a3afbbce7d80f47c711.txt,train,preserved_from_dataset,0,True,7a9670aa557ba5c7bcac082cdc198a214e7ebceb45028fd5b0cb7c0355647e84,bd429238cec3656e
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/26A4102E_9D99_421D_91DC_9E66089FF2F6_png_jpg_rf_e31b8cb970ce1b73593ab3d5b6f5e705__a390f56dd1.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/26A4102E_9D99_421D_91DC_9E66089FF2F6_png_jpg_rf_e31b8cb970ce1b73593ab3d5b6f5e705__a390f56dd1.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-26A4102E-9D99-421D-91DC-9E66089FF2F6-png_jpg.rf.e31b8cb970ce1b73593ab3d5b6f5e705.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-26A4102E-9D99-421D-91DC-9E66089FF2F6-png_jpg.rf.e31b8cb970ce1b73593ab3d5b6f5e705.txt,train,preserved_from_dataset,0,True,a390f56dd112c37282c3b6daa0f524ccf8cb89557aede422a6b6336d7f79bf6f,c7c9092975b62e96
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/2846226C_6A55_4876_B717_7F8A5FA4E560_png_jpg_rf_74485cfbe40f7d764cd1e4732a004165__8f59fc6dc9.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/2846226C_6A55_4876_B717_7F8A5FA4E560_png_jpg_rf_74485cfbe40f7d764cd1e4732a004165__8f59fc6dc9.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-2846226C-6A55-4876-B717-7F8A5FA4E560-png_jpg.rf.74485cfbe40f7d764cd1e4732a004165.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-2846226C-6A55-4876-B717-7F8A5FA4E560-png_jpg.rf.74485cfbe40f7d764cd1e4732a004165.txt,train,preserved_from_dataset,0,True,8f59fc6dc9d240a28669745d60d30a2467a28671302091e48584455bb8166d1b,9a12219be46cdb5e
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/2AE9E484_CD7E_45FB_BD22_3EB7588C1224_png_jpg_rf_116fad3167c4ef838423422bce3d0c4d__8cd9aa9473.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/2AE9E484_CD7E_45FB_BD22_3EB7588C1224_png_jpg_rf_116fad3167c4ef838423422bce3d0c4d__8cd9aa9473.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-2AE9E484-CD7E-45FB-BD22-3EB7588C1224-png_jpg.rf.116fad3167c4ef838423422bce3d0c4d.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-2AE9E484-CD7E-45FB-BD22-3EB7588C1224-png_jpg.rf.116fad3167c4ef838423422bce3d0c4d.txt,train,preserved_from_dataset,0,True,8cd9aa947300257f655831df8e9a966e6269c0eefe95f8b8411b8604ba3bd06c,ed7d350f89d0f880
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/2CC30CC7_5872_41C8_80F9_549219177A84_png_jpg_rf_3c0220c0464819c5f7ec587c7b7459fb__fbc99afc20.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/2CC30CC7_5872_41C8_80F9_549219177A84_png_jpg_rf_3c0220c0464819c5f7ec587c7b7459fb__fbc99afc20.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-2CC30CC7-5872-41C8-80F9-549219177A84-png_jpg.rf.3c0220c0464819c5f7ec587c7b7459fb.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-2CC30CC7-5872-41C8-80F9-549219177A84-png_jpg.rf.3c0220c0464819c5f7ec587c7b7459fb.txt,train,preserved_from_dataset,0,True,fbc99afc20ad20b89de3d6cd7aa9c4178bca813c28e6419e7047adb72ef40692,bed0901b9939d395
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/2_png_jpg_rf_6724b78805b6b07e4c9278750cea5199__554aef65e5.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/2_png_jpg_rf_6724b78805b6b07e4c9278750cea5199__554aef65e5.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-2_png_jpg.rf.6724b78805b6b07e4c9278750cea5199.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-2_png_jpg.rf.6724b78805b6b07e4c9278750cea5199.txt,train,preserved_from_dataset,1,False,554aef65e57922fac1db178f3ed8a4267e581a9a8f5170e60b4c428e9160cee6,89af82c9d5d6b318
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/3B056DBB_3097_4BCB_A38A_F66FA7470A6C_png_jpg_rf_01c3512f43478e79c507ff14acee2a4a__9e1d90bcc9.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/3B056DBB_3097_4BCB_A38A_F66FA7470A6C_png_jpg_rf_01c3512f43478e79c507ff14acee2a4a__9e1d90bcc9.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-3B056DBB-3097-4BCB-A38A-F66FA7470A6C-png_jpg.rf.01c3512f43478e79c507ff14acee2a4a.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-3B056DBB-3097-4BCB-A38A-F66FA7470A6C-png_jpg.rf.01c3512f43478e79c507ff14acee2a4a.txt,train,preserved_from_dataset,0,True,9e1d90bcc978a6a13edba453b10e9772fed42ac8dcaa4a6612a5548ffa5a7632,e081b468c77c7376
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/3_png_jpg_rf_fb19aaff3118ced124fa4bed0ead5593__c25969091d.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/3_png_jpg_rf_fb19aaff3118ced124fa4bed0ead5593__c25969091d.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-3_png_jpg.rf.fb19aaff3118ced124fa4bed0ead5593.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-3_png_jpg.rf.fb19aaff3118ced124fa4bed0ead5593.txt,train,preserved_from_dataset,0,True,c25969091da21ba96c06e98d0b4dd71b8173368e5d269f44b08fd0cdbe1e7d7f,868a803074de9fbf
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/44EED5AD_F010_4649_819C_9091185CA9AD_png_jpg_rf_2d671c669c75a1610970db1bff862e27__f0faf33a36.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/44EED5AD_F010_4649_819C_9091185CA9AD_png_jpg_rf_2d671c669c75a1610970db1bff862e27__f0faf33a36.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-44EED5AD-F010-4649-819C-9091185CA9AD-png_jpg.rf.2d671c669c75a1610970db1bff862e27.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-44EED5AD-F010-4649-819C-9091185CA9AD-png_jpg.rf.2d671c669c75a1610970db1bff862e27.txt,train,preserved_from_dataset,0,True,f0faf33a369aab721da9543eb8aeb13f2f39e54591537810f88407a404c4ad55,96946b6b97656294
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/469593C2_4B3A_4A0B_B78A_24B4A79CCC35_png_jpg_rf_f40a7e0364ba8ed22214c6806e33da24__b4bfb0c36e.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/469593C2_4B3A_4A0B_B78A_24B4A79CCC35_png_jpg_rf_f40a7e0364ba8ed22214c6806e33da24__b4bfb0c36e.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-469593C2-4B3A-4A0B-B78A-24B4A79CCC35-png_jpg.rf.f40a7e0364ba8ed22214c6806e33da24.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-469593C2-4B3A-4A0B-B78A-24B4A79CCC35-png_jpg.rf.f40a7e0364ba8ed22214c6806e33da24.txt,train,preserved_from_dataset,0,True,b4bfb0c36ed5aa62ad786be01621cd747ff313024f3612227da270022d8838ad,cbcb3c3cd23033c3
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/4BB97EA4_824F_4351_B178_A426E8AE6051_png_jpg_rf_22b4d85bdfecf9d9c4fb3378f75ed01d__dd333b3c7f.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/4BB97EA4_824F_4351_B178_A426E8AE6051_png_jpg_rf_22b4d85bdfecf9d9c4fb3378f75ed01d__dd333b3c7f.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-4BB97EA4-824F-4351-B178-A426E8AE6051-png_jpg.rf.22b4d85bdfecf9d9c4fb3378f75ed01d.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-4BB97EA4-824F-4351-B178-A426E8AE6051-png_jpg.rf.22b4d85bdfecf9d9c4fb3378f75ed01d.txt,train,preserved_from_dataset,0,True,dd333b3c7f8d1732978ac285d8b6b2e0b985521da4e0ccd99e799b8ad8037bdd,8bd078ce8665696b
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/4C46AFBE_4FFB_4612_923E_76294EF2233B_png_jpg_rf_3eef265e44efa45576f3e011dcdcde4a__cf5d673ef5.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/4C46AFBE_4FFB_4612_923E_76294EF2233B_png_jpg_rf_3eef265e44efa45576f3e011dcdcde4a__cf5d673ef5.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-4C46AFBE-4FFB-4612-923E-76294EF2233B-png_jpg.rf.3eef265e44efa45576f3e011dcdcde4a.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-4C46AFBE-4FFB-4612-923E-76294EF2233B-png_jpg.rf.3eef265e44efa45576f3e011dcdcde4a.txt,train,preserved_from_dataset,0,True,cf5d673ef574a2ae1f7ee51d460f14d7eefc8d1bb06cb3a802cce62650f1696a,915f7af0c69ce00e
train,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/images/50894A9D_DA2D_4049_9C7B_6006F32452BC_png_jpg_rf_11e4072be6fd27577374a758eabf0a20__c83ffbfa03.jpg,/kaggle/working/denguewatch_yolov8n_workspace/clean_yolo_detection_dataset/train/labels/50894A9D_DA2D_4049_9C7B_6006F32452BC_png_jpg_rf_11e4072be6fd27577374a758eabf0a20__c83ffbfa03.txt,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-50894A9D-DA2D-4049-9C7B-6006F32452BC-png_jpg.rf.11e4072be6fd27577374a758eabf0a20.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/-50894A9D-DA2D-4049-9C7B-6006F32452BC-png_jpg.rf.11e4072be6fd27577374a758eabf0a20.txt,train,preserved_from_dataset,0,True,c83ffbfa039470c26505dc30665fccb1267a171e9eeec9adc7651b12937695f7,e874974a393c2e93
