sha256,group_size,split,source_split,image_path,label_path,file_name,label_hash,label_hash_count_in_group
053368bd39d37bc9ec069fdb98438199fe33761b2933282d33b88bdacda42b91,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-24-_jpg.rf.bd31fbdeeb8e9635b514b50db3ed8223.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-24-_jpg.rf.bd31fbdeeb8e9635b514b50db3ed8223.txt,images-24-_jpg.rf.bd31fbdeeb8e9635b514b50db3ed8223.jpg,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1
053368bd39d37bc9ec069fdb98438199fe33761b2933282d33b88bdacda42b91,2,test,test,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/images-24-_jpg.rf.1584df52cb635c349a3486701abefad9.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/images-24-_jpg.rf.1584df52cb635c349a3486701abefad9.txt,images-24-_jpg.rf.1584df52cb635c349a3486701abefad9.jpg,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1
0566ba5bf05c433511e4fbe00c4ee79159dc94448de1e6447ce4ff6b147107cb,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem9_jpg.rf.95bf2b9090a499cf07abe6d8516884f2.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem9_jpg.rf.95bf2b9090a499cf07abe6d8516884f2.txt,imagem9_jpg.rf.95bf2b9090a499cf07abe6d8516884f2.jpg,2ca071f95a4e71eb93f7a3d2cb8f8ce4b2cbca0d09e152fd6dfc313a517c5384,2
0566ba5bf05c433511e4fbe00c4ee79159dc94448de1e6447ce4ff6b147107cb,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem9_jpg.rf.b8664ce723d9e5d4f2701f863d5a8ba7.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem9_jpg.rf.b8664ce723d9e5d4f2701f863d5a8ba7.txt,imagem9_jpg.rf.b8664ce723d9e5d4f2701f863d5a8ba7.jpg,4e1a99588f7aaf10fc77e7503c0ba38659c24e2ca0ede1a6bd83dc782b42f873,2
05806023a1aec5fa4090b408cc74d9cc712e6a2402bd1448d46d0e9185e5248c,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafas-pet-podem-entupir-esgoto-700x467_jpg.rf.7bfb6db10298fa92f6e65e6fdf562662.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/garrafas-pet-podem-entupir-esgoto-700x467_jpg.rf.7bfb6db10298fa92f6e65e6fdf562662.txt,garrafas-pet-podem-entupir-esgoto-700x467_jpg.rf.7bfb6db10298fa92f6e65e6fdf562662.jpg,a50acd176734096b5ee220e9d0224bf86f7bffddf95cbd0daf77cd4d94fb6b09,2
05806023a1aec5fa4090b408cc74d9cc712e6a2402bd1448d46d0e9185e5248c,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafas-pet-podem-entupir-esgoto-700x467_jpg.rf.f9b1ecd73384acf653c17babca6030be.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/garrafas-pet-podem-entupir-esgoto-700x467_jpg.rf.f9b1ecd73384acf653c17babca6030be.txt,garrafas-pet-podem-entupir-esgoto-700x467_jpg.rf.f9b1ecd73384acf653c17babca6030be.jpg,cbc807633f3b4f2d717a4d835610f1019c78abb5d9d29b5e238d7278671ef779,2
09804c8e42b78dab4cfb987364333b9c70daf86d8a2182f5845f903154e9f16e,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-23-_jpg.rf.58ffbf78848f84f68e2121059732fc0a.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-23-_jpg.rf.58ffbf78848f84f68e2121059732fc0a.txt,images-23-_jpg.rf.58ffbf78848f84f68e2121059732fc0a.jpg,3113e52bc6b13cee4ef0e0820aaa1758c01a76a55004a8ff9de45b085b126a50,1
09804c8e42b78dab4cfb987364333b9c70daf86d8a2182f5845f903154e9f16e,2,valid,valid,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/images-23-_jpg.rf.f280d0c0b4a83feb92229555683760b9.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/images-23-_jpg.rf.f280d0c0b4a83feb92229555683760b9.txt,images-23-_jpg.rf.f280d0c0b4a83feb92229555683760b9.jpg,3113e52bc6b13cee4ef0e0820aaa1758c01a76a55004a8ff9de45b085b126a50,1
0a540a085ceda3540cc9763a7e1e96282c90b92dd1a5e640e394e35ad503cdf5,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem14_jpg.rf.8ca9f56068223d4671cb675248db2d02.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem14_jpg.rf.8ca9f56068223d4671cb675248db2d02.txt,imagem14_jpg.rf.8ca9f56068223d4671cb675248db2d02.jpg,1cdd0724baf6d5a4de9d1bed63f131e16a3a1dcb2618765cb2404a18420a8a54,2
0a540a085ceda3540cc9763a7e1e96282c90b92dd1a5e640e394e35ad503cdf5,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem14_jpg.rf.ae4231f4dea21ace1d5e6736874fd3af.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem14_jpg.rf.ae4231f4dea21ace1d5e6736874fd3af.txt,imagem14_jpg.rf.ae4231f4dea21ace1d5e6736874fd3af.jpg,8abfbd58ac8baf87d4f611977a962fcbf3f1ce53cdc36703a5f9a71afb027b54,2
0a7e181ccb0ce14ed24ca13bad9519664565c7c47f9868031bea6ee62971e87f,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-3-_jpeg_jpg.rf.406b3c2b89839ab553953d1baf7bba36.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-3-_jpeg_jpg.rf.406b3c2b89839ab553953d1baf7bba36.txt,images-3-_jpeg_jpg.rf.406b3c2b89839ab553953d1baf7bba36.jpg,78ee1a7c3c7a21cc7b7d3fa1b7c135fa98cca9563f1f4d9971b13c8df164fc9b,2
0a7e181ccb0ce14ed24ca13bad9519664565c7c47f9868031bea6ee62971e87f,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-3-_jpeg_jpg.rf.448624cfc0d60577b686136c6facf971.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-3-_jpeg_jpg.rf.448624cfc0d60577b686136c6facf971.txt,images-3-_jpeg_jpg.rf.448624cfc0d60577b686136c6facf971.jpg,8771b12ff092c3942a0d893dcbabc0027b5f8e2f4aab7ce7d1dbae4f36c602f2,2
0b61b2e130a0bff2f4ce8ebd8e0577715770a5530451db9384b91c3f0f5dff64,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixaaberta21_jpeg_jpg.rf.b39aab4bf94d33b6f05eef4070ebbd72.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/caixaaberta21_jpeg_jpg.rf.b39aab4bf94d33b6f05eef4070ebbd72.txt,caixaaberta21_jpeg_jpg.rf.b39aab4bf94d33b6f05eef4070ebbd72.jpg,4144d42a3b6ad28302e1a634209142a52799f7506474fab1557986451f091b5e,2
0b61b2e130a0bff2f4ce8ebd8e0577715770a5530451db9384b91c3f0f5dff64,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixaaberta21_jpeg_jpg.rf.f9a07ebfb7f994898ab3bc1cadf2a5bd.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/caixaaberta21_jpeg_jpg.rf.f9a07ebfb7f994898ab3bc1cadf2a5bd.txt,caixaaberta21_jpeg_jpg.rf.f9a07ebfb7f994898ab3bc1cadf2a5bd.jpg,033baafb14317b88819c35edc94c9f62d9d169443a70a78da0dbf83010d5780f,2
0bbe77310108478a4f1d8601a8df6e7f592312d18a1b0047e15a57d44fe58bc9,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixaaberta8_jpeg_jpg.rf.a8fa20e7f29fd08f514e9fc925a7449f.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/caixaaberta8_jpeg_jpg.rf.a8fa20e7f29fd08f514e9fc925a7449f.txt,caixaaberta8_jpeg_jpg.rf.a8fa20e7f29fd08f514e9fc925a7449f.jpg,cedf95aaac037660119ec78c2795de1eea11f14b2331dd7f022badba3e8b74c4,1
0bbe77310108478a4f1d8601a8df6e7f592312d18a1b0047e15a57d44fe58bc9,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixaaberta8_jpeg_jpg.rf.d356774bb73b902d94623b6c5791a455.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/caixaaberta8_jpeg_jpg.rf.d356774bb73b902d94623b6c5791a455.txt,caixaaberta8_jpeg_jpg.rf.d356774bb73b902d94623b6c5791a455.jpg,cedf95aaac037660119ec78c2795de1eea11f14b2331dd7f022badba3e8b74c4,1
0ee885f72c0f5fe98c5daf3604d7154b10c9f3c866b212c3eb92808256ae44b1,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem6_jpg.rf.11921c7c1ddcb718a264fe79da05155b.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem6_jpg.rf.11921c7c1ddcb718a264fe79da05155b.txt,imagem6_jpg.rf.11921c7c1ddcb718a264fe79da05155b.jpg,6e66db20d36d5b4879f3a2e3ea012d8654de71129a954dd35de9a29c1940bec7,2
0ee885f72c0f5fe98c5daf3604d7154b10c9f3c866b212c3eb92808256ae44b1,2,valid,valid,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/imagem6_jpg.rf.97baabfc3a4d00a708b2e4ca92038048.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/imagem6_jpg.rf.97baabfc3a4d00a708b2e4ca92038048.txt,imagem6_jpg.rf.97baabfc3a4d00a708b2e4ca92038048.jpg,bde43f549c60c766cd2b6c9404f9f7569a2e1e2e486e10e0b4494d1ae787cec4,2
0fb4ca85891b04e91331423c6e5c8689ebaaa762bd921811684a7c2801cf37b2,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-3-1-_jpg.rf.5ca3049a495aa72385a1dfc06656fec4.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-3-1-_jpg.rf.5ca3049a495aa72385a1dfc06656fec4.txt,images-3-1-_jpg.rf.5ca3049a495aa72385a1dfc06656fec4.jpg,8b3485d88cb2e79966ced147ddcd4dc38e868c4dc14c267712a91fd231c739b1,2
0fb4ca85891b04e91331423c6e5c8689ebaaa762bd921811684a7c2801cf37b2,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-3-1-_jpg.rf.6703eb793500a9ef4fb43da0a0c54de9.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-3-1-_jpg.rf.6703eb793500a9ef4fb43da0a0c54de9.txt,images-3-1-_jpg.rf.6703eb793500a9ef4fb43da0a0c54de9.jpg,bd0b9a282336cdf655520576bf4109d5fb4da0f6d241826ad4d58e81592b77a8,2
11ee2cfc72dbcb67c19851a37ee452350406605df8d3815ada30193e27a17282,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-57-_jpg.rf.4e3d3278571432ee034c5ef651faf7e6.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-57-_jpg.rf.4e3d3278571432ee034c5ef651faf7e6.txt,images-57-_jpg.rf.4e3d3278571432ee034c5ef651faf7e6.jpg,22026fe86b4b58783c558318cb5705cf6d68d1fec89f4dce7b22c66299d1be6d,2
11ee2cfc72dbcb67c19851a37ee452350406605df8d3815ada30193e27a17282,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-57-_jpg.rf.c46acbe8eb9c6b81ce1670fda62ae3e7.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-57-_jpg.rf.c46acbe8eb9c6b81ce1670fda62ae3e7.txt,images-57-_jpg.rf.c46acbe8eb9c6b81ce1670fda62ae3e7.jpg,530af010edab59b335d55d047a3b1cdc5e9f2a1c7465e6af7977002b313f4e2c,2
11f766d9505d8b5f9e5cbbe2c720a7492f4433aa30771fc4455e60521b15048d,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafa7_jpg.rf.2e3b0e40216befe1bac9ebac3d986ce9.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/garrafa7_jpg.rf.2e3b0e40216befe1bac9ebac3d986ce9.txt,garrafa7_jpg.rf.2e3b0e40216befe1bac9ebac3d986ce9.jpg,5658d9a62f7c9864c22241df9322c58d12192bf1290b2ad04a5bf22a0e4974da,2
11f766d9505d8b5f9e5cbbe2c720a7492f4433aa30771fc4455e60521b15048d,2,valid,valid,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/garrafa7_jpg.rf.f664b5e96bc08ad0152d7e62b48cb72f.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/garrafa7_jpg.rf.f664b5e96bc08ad0152d7e62b48cb72f.txt,garrafa7_jpg.rf.f664b5e96bc08ad0152d7e62b48cb72f.jpg,df3c24f15ab256289cfa4ab2126dc08a4979c6c229c2cb74bb6a4cbd7dad783d,2
1273425586d6feaa23eec29c63f73371c54ad9b95ec05c72fb475d13168de6f2,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixad-agua2_jpg.rf.81816988f994592ad1480a08a2aeff80.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/caixad-agua2_jpg.rf.81816988f994592ad1480a08a2aeff80.txt,caixad-agua2_jpg.rf.81816988f994592ad1480a08a2aeff80.jpg,4c16b604f83fd9b4dd06fef9e82214a81d8415197283f222d700abc4b678e2f7,2
1273425586d6feaa23eec29c63f73371c54ad9b95ec05c72fb475d13168de6f2,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixad-agua2_jpg.rf.bbdfd29248abddb4ef8d01e1148cb0c9.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/caixad-agua2_jpg.rf.bbdfd29248abddb4ef8d01e1148cb0c9.txt,caixad-agua2_jpg.rf.bbdfd29248abddb4ef8d01e1148cb0c9.jpg,d664784ca1ea9a03465ec773f1fdeb8687c31ec3d291ffd374d1d0be915674df,2
127a1ef66484e0cb0665c7f40b1d8be60e8e595911a053991bf1e0c60d7750d3,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-15-_jpg.rf.2390970b026feb419e55f04d2c9ed41c.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-15-_jpg.rf.2390970b026feb419e55f04d2c9ed41c.txt,images-15-_jpg.rf.2390970b026feb419e55f04d2c9ed41c.jpg,4b365fedf4acea7f89750afe389dbad6e43387bd289b4865602a41a54f667810,2
127a1ef66484e0cb0665c7f40b1d8be60e8e595911a053991bf1e0c60d7750d3,2,test,test,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/images-15-_jpg.rf.554633b59400818a9420c08fdd4f5427.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/images-15-_jpg.rf.554633b59400818a9420c08fdd4f5427.txt,images-15-_jpg.rf.554633b59400818a9420c08fdd4f5427.jpg,a8fad6cfbec8db96b4fbea4b34dd296d352fc5a891213447d91872ee421a9ad4,2
133f4d7be7e717ed16f66a07cc18e11fd09201e6b329c81948ac2b986ee51f98,2,train,train,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixaaberta28_jpeg_jpg.rf.918a48a176f41402e13388b1af949e14.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/caixaaberta28_jpeg_jpg.rf.918a48a176f41402e13388b1af949e14.txt,caixaaberta28_jpeg_jpg.rf.918a48a176f41402e13388b1af949e14.jpg,f70f78a86690cf364f47d6ae150358cb92d96723bf412414912c3d14d3da92e8,1
