sha256,removed_image_path,removed_split,kept_image_path,kept_split,reason
0ee885f72c0f5fe98c5daf3604d7154b10c9f3c866b212c3eb92808256ae44b1,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem6_jpg.rf.11921c7c1ddcb718a264fe79da05155b.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/imagem6_jpg.rf.97baabfc3a4d00a708b2e4ca92038048.jpg,valid,exact_duplicate_sha256_removed_to_prevent_leakage
0fb4ca85891b04e91331423c6e5c8689ebaaa762bd921811684a7c2801cf37b2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-3-1-_jpg.rf.6703eb793500a9ef4fb43da0a0c54de9.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-3-1-_jpg.rf.5ca3049a495aa72385a1dfc06656fec4.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
11ee2cfc72dbcb67c19851a37ee452350406605df8d3815ada30193e27a17282,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-57-_jpg.rf.c46acbe8eb9c6b81ce1670fda62ae3e7.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-57-_jpg.rf.4e3d3278571432ee034c5ef651faf7e6.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
11f766d9505d8b5f9e5cbbe2c720a7492f4433aa30771fc4455e60521b15048d,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafa7_jpg.rf.2e3b0e40216befe1bac9ebac3d986ce9.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/garrafa7_jpg.rf.f664b5e96bc08ad0152d7e62b48cb72f.jpg,valid,exact_duplicate_sha256_removed_to_prevent_leakage
1273425586d6feaa23eec29c63f73371c54ad9b95ec05c72fb475d13168de6f2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixad-agua2_jpg.rf.bbdfd29248abddb4ef8d01e1148cb0c9.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixad-agua2_jpg.rf.81816988f994592ad1480a08a2aeff80.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
127a1ef66484e0cb0665c7f40b1d8be60e8e595911a053991bf1e0c60d7750d3,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-15-_jpg.rf.2390970b026feb419e55f04d2c9ed41c.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/images-15-_jpg.rf.554633b59400818a9420c08fdd4f5427.jpg,test,exact_duplicate_sha256_removed_to_prevent_leakage
133f4d7be7e717ed16f66a07cc18e11fd09201e6b329c81948ac2b986ee51f98,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixaaberta28_jpeg_jpg.rf.f3310b5706c42a8faee0dfe1488695f7.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixaaberta28_jpeg_jpg.rf.918a48a176f41402e13388b1af949e14.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
14064a003509475646a9524c53529e03be4b2d80b8975e13fe9c2a5efe4cdbaa,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-2-1-_jpg.rf.f7bbbc10fe06e5b6a196c421042a4d81.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/images-2-1-_jpg.rf.12c3a962f48e0e9dfd5e9b6872063e09.jpg,valid,exact_duplicate_sha256_removed_to_prevent_leakage
150ecdbf21e7f0cb3177a7191e477030abfce3967fea56ac6356ad7c59b7f9e3,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-55-_jpg.rf.77650cecfc0f7b4106c8a6b0651cd27c.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-55-_jpg.rf.73cabdb97d0d52d3d09e9a95ec7d78b7.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
17fcf4c8d21ec0ff2fd4074c77cc6eb56bcfa284292c8838915ed9a37ea7ec81,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixadagua5_jpg.rf.b3a40b01e799b9cb24896213443be699.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixadagua5_jpg.rf.abf0fc20cc76138665c5f31a66f05dae.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
1acb938db0650a4984d0c52ef1ce1fec2a8c1dd874943d9801a839a1a9b429a8,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/DSCF1059_jpeg_jpg.rf.aaaf6b9cf4c922117393a994ffcadc96.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/DSCF1059_jpeg_jpg.rf.78ed5d189449cf117b23d32458b36903.jpg,valid,exact_duplicate_sha256_removed_to_prevent_leakage
1c2f1e40c680ae84b6afbdf98fdabb3570b8f0ba056b78262b0b21a2ce3056d7,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-5-_jpeg_jpg.rf.015635e9eaaa21afa225ce2c54679670.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/images-5-_jpeg_jpg.rf.bab2fbcb8ccc2a73859bfea793f6a52e.jpg,valid,exact_duplicate_sha256_removed_to_prevent_leakage
1ca0181d055c67a8672d647b7844b633424879e1e0b392a7bb9e7ad4887e1205,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/-1D5949D1-5187-454E-8ACC-924AD82CAC9C-png_jpg.rf.dc2ff38354687ae3096408be4ae3b516.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/-1D5949D1-5187-454E-8ACC-924AD82CAC9C-png_jpg.rf.356ddc5c38f06fb0e03658d79d7aa661.jpg,valid,exact_duplicate_sha256_removed_to_prevent_leakage
1e84f32f89c0d6859918f252f3300b71641df2a50d9abc817e366ba74ba2a34c,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-18-_jpg.rf.31085b5bc330f325adc2ffe3d2389b05.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/images-18-_jpg.rf.a0bdc772e9120b6f11be0f1f8429a1c0.jpg,valid,exact_duplicate_sha256_removed_to_prevent_leakage
1ef7fbb28a2c9e8f00be1033902cd0763dd5f615646ae48c93d2b0f5312ca7d3,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-2-_jpeg_jpg.rf.deb657bdcdcbe9a5094b6b8d7a938ded.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-2-_jpeg_jpg.rf.a3fb0406c6b33fa2e3f0778fae09b41f.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
2296fe8a4c1d7abb4049e024bae8cfc063aafe7e32c98d9ab295f7ff5153a879,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/images-16-_jpg.rf.ac1174e7c71b0c303e92601b27cd958e.jpg,valid,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/images-16-_jpg.rf.868d452bb7b7d35f4f78d03c59702ab9.jpg,valid,exact_duplicate_sha256_removed_to_prevent_leakage
2584cc990e71759baf977127582cf40f7b13eef69e343dcd47fadbef565d13b9,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-16-_jpg.rf.bca8a5e02bdeaa2180ce602c59cb9a5a.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/images-16-_jpg.rf.51984d378121d3d8e7531d0d77cc5a12.jpg,test,exact_duplicate_sha256_removed_to_prevent_leakage
2b9a3c985b0079df6353cf22c476cac55d8fcd77863ccf102c952326c942965e,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/download-9-_jpg.rf.b0c2d30de4851f7e622ca3adaf6c8aed.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/download-9-_jpg.rf.0552974aede7022693804eb9fc952fe3.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
2e1131c0b69330802dc0f2e9847f97cb91b6285a873c65f2b994f9a6f156453c,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/ae571d38-830d-4cae-a2d1-71dc74d54eee_600x400_jpeg_jpg.rf.7662228551d8caabe12a8a01b22c8034.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/ae571d38-830d-4cae-a2d1-71dc74d54eee_600x400_jpeg_jpg.rf.91c83f74ce782b0a3c3e694a3bcd9f8c.jpg,test,exact_duplicate_sha256_removed_to_prevent_leakage
34f13bfc10ca75170c201b8866e1d3fa7552fcfdf364e44de7babe7b0088b6df,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-40-_jpg.rf.5238ecf2957884161d81e88e054320ce.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/images-40-_jpg.rf.2f5757cab725ec9756148119898ec074.jpg,test,exact_duplicate_sha256_removed_to_prevent_leakage
392bff2233aac92d3a0811401988eed2306900e5ab0b708b067772cc6095695d,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafa2_jpg.rf.1824c0ef9eebc15366827143ac4b9b1b.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/garrafa2_jpg.rf.79c3b7c45710fca6f6f36535f3e98d5e.jpg,test,exact_duplicate_sha256_removed_to_prevent_leakage
39c37a13af2dcaad9f23dd06354fcf6bee56fcddc41e6931e0ac1f8496b04a22,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem22_jpg.rf.1243036a0c19991b7d544ed5862daa7f.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/imagem22_jpg.rf.31a51250a2e6295344dd11754df68d79.jpg,test,exact_duplicate_sha256_removed_to_prevent_leakage
3a6ab0b444cae638b9d69e4e1e9054b4db73289a89032dbf03d643735aa2c07e,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-21-_jpg.rf.c4375b74dcf3493e32111cde549fbdab.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-21-_jpg.rf.bab94804c35cdcfaac3db74229865e3f.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
3bef67cd776175a944fd71fc32ebfc924724a0947e0176e225a8581e70f6498e,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem8_jpg.rf.411aa50d6a145a7ac58afebad5b67ccb.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/imagem8_jpg.rf.b1d2265d289a633fb9cb52f6b647cc9d.jpg,test,exact_duplicate_sha256_removed_to_prevent_leakage
3e0173e4515e9ff39ccdf08baada1dc3d77aae0f9f05245e9669446dc984372a,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-1-_jpeg_jpg.rf.b55127b1685350d671cde5271c25c0ff.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-1-_jpeg_jpg.rf.b411776dc7ce61e17ca5aaf5e1f44194.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
427fd94e1895778ed3d1bb02652bd1ae041b83d05af5753928e6e53b62a284e6,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixad-agua_jpg.rf.dbd15add4e12c45bb6852df639666204.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixad-agua_jpg.rf.360f0b9c9dea92aeb0b34b34e860a723.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
42d5bb8b755799b55f0ebf21dd7d55888e93e5d1088a5be3f050cc38524dd7a7,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/download-3-2-_jpg.rf.67de22eb54a71c856e8a62d395e82641.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/download-3-2-_jpg.rf.44649a9d125a1eadc2fd7368c3e7f998.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
48604738d896abdea5ae1d887d77e65b718b333d950d500d6bda4ad950c17c66,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/depositphotos_13380574-stock-photo-water-pollution_jpg.rf.7a70055193bd96d961fd1f7d933c73a9.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/depositphotos_13380574-stock-photo-water-pollution_jpg.rf.3260f10d739c79a43f62bcef06951424.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
487100f0c42c9a00bba8369e08a1e97d2721d3693f8e7f68112fb7bc42ffc826,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/aguaparada3_jpeg_jpg.rf.bd7ba6b29bc80c90ebae95f14532a479.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/aguaparada3_jpeg_jpg.rf.02b13e8d9ebb11b067add40439db2efa.jpg,test,exact_duplicate_sha256_removed_to_prevent_leakage
4a086dd572f8d8e9985f6cdd57ed1b64629bb59934e2fc46018e9673fa0b1127,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem12_jpg.rf.af4017840779459c8f62c5fc2c3a8876.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem12_jpg.rf.3a78224a3c644d1918957cb8d2597248.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
4b651e3b5264ddff1761ce2ddab108d31f1c7c095ec853e939298e9125a16527,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem26_jpg.rf.7a5e4dbefd38b8bc68d1437e504f1fb2.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem26_jpg.rf.41bf49485ee8ae856b89113954d0454e.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
4dae4c1fdb2d2a4ab026747f6fb65a5047edda36e12cd90297d370fad01a1b85,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-11-1-_jpg.rf.5227eb2a530a5d0f2772b1e3aa4b71b4.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-11-1-_jpg.rf.2b5848bf4210a8d27295d8dec788ff7b.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
501bd821809af800dd866cc900f7e0ea8247aef5bb7815daf668dcd54e6d2459,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixaaberta16_jpeg_jpg.rf.c9dd6205fb1d22b49af06b1818b3f58f.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/caixaaberta16_jpeg_jpg.rf.e70ff191704854674864b1f001455518.jpg,valid,exact_duplicate_sha256_removed_to_prevent_leakage
507a36a0ae625aeb684e205131277d48818d70e4a7c343c8e028109a5b58c809,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-37-_jpg.rf.a3e87d5b38eb8d0e6348e63c78ff6d54.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-37-_jpg.rf.9f4e9c3d7ad0a7d5061a1382d79ae404.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
53493147335075a8795c6dd7135112f497b7f2373245abeda6c6c1bfc9aea346,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem27_jpg.rf.e17274c66ab3310f33510ca8ea14a8e2.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem27_jpg.rf.4fa3c5717ad91690628e0ad7644cf54b.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
53b337a6b9506723a6257f8429e13acfafcc2d88fc2d134d92135f13d18071b0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafa_jpg.rf.a8d8da18e03c89fea5c2a9bb50a11505.jpg,train,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafa_jpg.rf.25ba5372fe4aa3d394d2249b4fd3ecb5.jpg,train,exact_duplicate_sha256_removed_to_prevent_leakage
